Sex,Age,Height,Weight,Team,Sport,Event,Medal
0,27.0,202.0,80.0,336,52,518,0
0,32.0,167.0,57.0,336,12,182,1
1,26.0,184.0,89.0,143,0,3,0
0,26.0,164.0,58.0,14,24,299,1
0,15.0,170.0,63.0,429,44,483,1
0,18.0,156.0,51.0,162,22,292,0
1,24.0,172.0,62.0,205,22,279,0
0,29.0,177.0,56.0,271,3,75,0
1,28.0,175.0,69.0,429,55,564,0
0,30.0,174.0,65.0,261,3,87,1
0,26.0,158.0,48.0,156,8,118,1
0,48.0,172.0,58.0,156,16,243,1
1,23.0,177.0,77.0,435,14,206,0
1,60.0,170.0,65.0,226,36,368,0
0,23.0,162.0,53.0,347,3,78,0
0,18.0,159.0,47.0,122,22,293,1
0,23.0,160.0,63.0,429,3,84,1
1,20.0,183.0,86.0,73,44,462,0
0,21.0,167.0,55.0,370,3,80,0
0,27.0,168.0,55.0,143,8,122,0
0,31.0,172.0,64.0,429,11,166,0
1,28.0,192.0,92.0,156,11,144,1
1,31.0,181.0,64.0,156,40,417,1
1,30.0,183.0,87.0,287,25,300,0
0,25.0,168.0,65.0,365,3,78,0
0,51.0,169.0,47.0,73,16,239,1
1,26.0,172.0,85.0,41,54,528,1
1,46.0,181.0,65.0,380,16,240,0
1,33.0,175.0,70.0,73,16,242,0
0,31.0,180.0,60.0,65,3,94,1
1,27.0,196.0,90.0,287,11,163,1
1,24.0,171.0,72.0,392,3,67,0
1,19.0,167.0,60.0,143,22,285,0
0,28.0,166.0,54.0,423,3,84,1
1,20.0,166.0,62.0,122,22,287,1
0,22.0,170.0,82.0,143,3,92,0
1,25.0,186.0,76.0,111,14,199,1
1,29.0,182.0,79.0,185,17,247,1
1,17.0,183.0,70.0,73,14,210,0
0,32.0,171.0,62.0,185,3,96,0
0,42.0,174.0,92.0,44,37,396,0
1,22.0,180.0,72.0,44,3,20,0
1,21.0,165.0,68.0,395,55,546,1
1,29.0,168.0,59.0,392,3,53,1
0,27.0,163.0,57.0,156,8,120,1
1,25.0,175.0,64.0,205,31,326,0
0,17.0,167.0,48.0,87,44,483,0
1,28.0,185.0,76.0,371,1,11,1
1,26.0,177.0,72.0,392,12,178,1
0,24.0,175.0,68.0,315,3,85,0
1,26.0,171.0,66.0,65,22,287,0
0,26.0,181.0,66.0,156,44,483,1
1,26.0,180.0,81.0,156,24,298,0
0,26.0,169.0,66.0,271,24,299,1
1,24.0,181.0,76.0,156,24,298,1
1,25.0,178.0,66.0,27,14,206,0
1,24.0,182.0,63.0,162,14,203,0
1,30.0,176.0,79.0,327,11,144,1
1,22.0,187.0,84.0,24,44,460,1
1,29.0,192.0,84.0,24,33,338,0
1,32.0,165.0,67.0,200,55,555,0
1,23.0,174.0,52.0,205,3,45,0
1,22.0,178.0,82.0,336,55,558,1
1,24.0,172.0,54.0,175,10,129,0
0,27.0,167.0,61.0,27,0,7,0
1,27.0,185.0,77.0,44,0,2,0
1,27.0,178.0,71.0,4,26,307,0
0,31.0,170.0,57.0,162,16,238,1
0,27.0,184.0,75.0,457,6,109,1
0,27.0,166.0,63.0,370,24,299,0
0,20.0,168.0,62.0,336,36,373,0
1,23.0,185.0,85.0,102,25,300,1
1,30.0,189.0,73.0,141,31,330,1
1,23.0,190.0,120.0,98,3,68,0
0,17.0,173.0,63.0,27,37,403,0
1,27.0,196.0,96.0,392,3,68,0
1,25.0,184.0,79.0,271,24,298,1
1,23.0,176.0,72.0,336,12,180,1
0,22.0,165.0,85.0,65,3,91,0
0,18.0,132.0,31.0,380,22,290,0
1,23.0,180.0,79.0,91,3,26,0
1,20.0,183.0,77.0,429,44,457,1
1,24.0,176.0,70.0,310,22,282,0
0,16.0,145.0,36.0,83,22,293,1
0,36.0,158.0,64.0,41,37,404,1
0,18.0,180.0,70.0,122,44,482,1
1,31.0,168.0,54.0,56,3,64,0
1,23.0,190.0,91.0,327,11,163,0
1,22.0,169.0,63.0,185,22,284,0
1,28.0,170.0,68.0,435,19,261,1
1,35.0,185.0,89.0,105,37,397,0
0,24.0,175.0,75.0,429,17,255,1
1,24.0,174.0,73.0,200,19,261,1
0,18.0,172.0,64.0,24,44,484,1
1,22.0,183.0,73.0,371,44,466,1
1,34.0,182.0,78.0,376,8,115,0
1,31.0,200.0,100.0,429,6,108,1
0,21.0,169.0,66.0,65,11,166,1
1,27.0,178.0,79.0,377,18,258,1
0,23.0,171.0,77.0,24,14,212,1
0,20.0,166.0,62.0,305,52,518,0
1,22.0,189.0,90.0,271,44,460,0
0,28.0,158.0,58.0,141,12,188,0
1,22.0,160.0,63.5,310,54,523,1
1,25.0,178.0,77.0,24,24,298,0
1,33.0,181.0,70.0,392,12,177,1
1,26.0,185.0,81.0,429,33,337,1
0,29.0,162.0,52.0,156,12,192,1
0,29.0,184.0,79.0,336,23,297,1
1,27.0,174.0,60.0,84,46,492,1
1,20.0,158.0,48.0,83,15,225,1
1,25.0,177.0,85.0,200,5,107,0
0,15.0,172.0,60.0,156,44,483,1
1,22.0,191.0,100.0,73,25,300,1
1,19.0,165.0,62.0,162,22,282,0
1,23.0,180.0,72.0,429,44,449,0
1,26.0,192.0,91.0,457,53,519,1
1,26.0,173.0,59.0,429,36,361,1
1,23.0,196.0,110.0,73,10,139,0
1,24.0,180.0,72.0,47,3,26,0
1,20.0,190.0,94.0,365,33,337,0
1,32.0,193.0,82.0,143,3,42,0
1,28.0,189.0,85.0,221,25,300,0
1,28.0,180.0,88.0,73,25,300,0
0,28.0,173.0,62.0,162,24,299,0
0,23.0,158.0,45.0,200,12,189,1
0,29.0,168.0,52.0,446,3,75,0
1,22.0,184.0,77.0,24,44,456,1
1,25.0,178.0,79.0,200,17,247,1
0,20.0,175.0,64.0,429,33,344,1
1,17.0,182.0,74.0,310,44,456,0
1,20.0,190.0,85.0,376,44,460,1
0,41.0,173.0,66.0,429,16,243,1
1,22.0,178.0,82.0,141,25,300,0
1,30.0,167.0,64.0,195,55,546,0
0,20.0,162.0,50.0,446,37,403,0
1,22.0,168.0,64.0,423,22,287,1
0,19.0,168.0,67.0,83,3,84,0
0,22.0,171.0,60.0,336,3,93,1
0,15.0,150.0,38.0,423,22,293,1
1,30.0,182.0,88.0,98,0,2,0
0,34.0,161.0,62.0,286,37,402,0
1,23.0,186.0,80.0,200,19,261,0
1,21.0,173.0,72.0,234,44,455,0
0,20.0,152.0,43.0,83,22,292,0
0,25.0,181.0,73.0,287,44,488,0
1,21.0,172.0,67.0,395,22,284,0
0,26.0,188.0,70.0,83,52,518,1
0,20.0,174.0,56.0,436,3,94,0
1,23.0,174.0,68.0,122,22,279,0
1,22.0,184.0,93.0,294,44,469,0
1,24.0,183.0,72.0,336,33,340,0
0,29.0,202.0,85.0,336,6,109,1
1,19.0,190.0,77.0,429,44,460,1
0,18.0,161.0,47.0,14,24,299,1
0,28.0,180.0,72.0,336,23,297,1
0,24.0,170.0,45.0,162,3,77,1
1,30.0,167.0,56.0,324,36,370,0
1,25.0,170.0,74.0,30,55,559,1
0,14.0,181.0,66.0,156,44,482,1
1,24.0,197.0,94.0,14,52,517,0
1,24.0,168.0,62.0,205,22,287,1
1,22.0,192.0,87.0,271,53,519,1
1,23.0,166.0,57.0,429,55,547,1
1,26.0,180.0,85.0,65,11,157,0
1,18.0,184.0,75.0,73,38,406,1
1,21.0,179.0,75.0,122,19,261,1
1,23.0,154.0,58.0,65,54,523,1
0,34.0,155.0,54.0,337,46,495,0
0,15.0,153.0,41.0,162,22,295,0
1,32.0,180.0,75.0,395,12,175,0
1,21.0,173.0,68.0,205,44,450,1
1,33.0,176.0,70.0,395,37,382,1
0,32.0,180.0,74.0,24,19,262,0
1,24.0,163.0,48.0,268,10,133,0
1,24.0,185.0,73.0,143,44,462,1
1,36.0,178.0,89.0,429,25,300,1
0,24.0,172.0,67.0,162,0,8,0
1,20.0,183.0,88.5,141,25,300,1
1,34.0,185.0,84.0,429,37,387,1
1,24.0,184.0,74.0,373,4,102,1
1,26.0,188.0,88.0,14,52,517,0
1,31.0,180.0,83.0,44,1,11,0
1,25.0,169.0,66.0,105,22,287,0
1,27.0,176.0,75.0,111,14,210,1
0,28.0,183.0,72.0,271,33,344,1
1,34.0,190.0,80.0,73,11,164,0
1,34.0,182.0,86.0,271,37,395,0
1,21.0,174.0,74.0,200,14,206,1
1,25.0,187.0,90.0,446,17,249,1
1,28.0,180.0,82.0,376,17,247,1
1,25.0,194.0,91.0,446,23,296,1
1,26.0,185.0,83.0,376,25,300,1
1,22.0,194.0,98.0,380,23,296,1
1,29.0,193.0,77.0,156,17,244,1
0,25.0,167.0,65.0,433,9,128,1
0,31.0,178.0,76.0,162,3,85,1
1,21.0,174.0,80.0,371,1,11,1
1,24.0,187.0,81.0,380,23,296,1
1,21.0,179.0,75.0,162,24,298,0
1,25.0,175.0,71.0,73,38,409,1
0,20.0,155.0,46.0,122,22,293,1
0,37.0,191.0,73.0,432,7,111,1
0,25.0,170.0,52.0,429,3,75,0
1,25.0,182.0,78.0,105,37,396,1
1,23.0,162.0,56.0,205,14,206,0
1,24.0,174.0,76.0,281,10,134,1
1,27.0,174.0,64.0,141,3,45,1
1,28.0,193.0,95.0,278,33,334,1
1,22.0,174.0,67.0,254,19,261,1
1,21.0,176.0,75.0,327,17,247,1
1,31.0,167.0,58.0,93,3,40,0
1,23.0,181.0,64.0,156,40,416,0
1,27.0,178.0,74.5,141,11,155,1
1,22.0,172.0,72.0,156,19,261,1
1,29.0,190.0,100.0,24,11,157,1
1,26.0,168.0,94.0,429,54,528,0
0,28.0,163.0,53.0,156,46,496,0
0,15.0,156.0,42.0,327,22,291,1
1,27.0,180.0,83.0,143,1,10,1
0,29.0,173.0,59.0,200,39,415,0
1,17.0,196.0,74.0,412,44,467,0
0,31.0,175.0,60.0,99,17,255,0
0,25.0,186.0,72.0,336,6,109,1
0,32.0,187.0,80.0,200,52,518,0
1,28.0,180.0,81.0,156,26,305,1
0,20.0,192.0,105.0,11,23,297,0
1,25.0,177.0,75.0,200,14,210,1
0,31.0,182.0,80.0,102,3,95,1
1,33.0,189.0,78.0,392,3,27,0
1,32.0,176.0,62.0,371,3,47,0
1,30.0,173.0,70.0,416,37,395,0
1,25.0,175.0,65.0,205,5,107,1
0,26.0,168.0,55.0,365,3,79,1
1,37.0,178.0,70.0,162,37,393,0
1,25.0,195.0,90.0,231,6,108,0
0,28.0,146.0,48.0,205,26,310,1
1,26.0,175.0,72.0,310,3,42,0
1,33.0,182.0,72.0,185,8,115,0
1,26.0,164.0,57.0,205,22,275,1
0,25.0,172.0,55.0,73,45,491,1
1,24.0,181.0,73.0,102,12,171,0
0,18.0,152.0,47.0,376,22,292,1
1,32.0,165.0,57.0,376,55,543,1
0,24.0,161.0,55.0,363,22,292,0
0,26.0,184.0,75.0,56,23,297,0
1,35.0,194.0,90.0,310,3,54,0
1,32.0,188.0,90.0,261,0,2,0
1,21.0,191.0,78.0,111,4,103,1
1,22.0,170.0,68.0,24,22,279,0
0,22.0,159.0,52.0,156,0,6,0
0,16.0,180.0,79.0,188,44,474,0
1,48.0,175.0,85.0,380,1,10,0
1,20.0,185.0,84.0,73,25,300,1
0,25.0,170.0,59.0,83,36,377,1
1,31.0,180.0,83.0,83,5,107,0
1,20.0,176.0,62.0,205,44,462,1
1,21.0,181.0,76.0,376,44,460,1
1,28.0,162.0,65.0,384,4,103,0
1,30.0,188.0,100.0,352,53,519,1
1,23.0,173.0,65.0,446,22,276,0
0,17.0,155.0,46.0,371,22,289,0
1,23.0,171.0,91.0,99,10,139,1
0,22.0,174.0,66.0,271,33,344,1
1,22.0,163.0,64.0,327,10,136,1
1,23.0,190.0,95.0,278,33,337,1
1,25.0,169.0,64.0,436,10,136,1
0,30.0,168.0,80.0,271,24,299,1
1,32.0,181.0,68.0,141,8,115,0
1,21.0,178.0,90.0,205,26,308,1
0,28.0,178.0,75.0,287,36,375,0
0,20.0,162.0,56.0,392,22,291,0
0,21.0,161.0,50.0,83,3,77,0
1,30.0,196.0,118.0,212,53,519,0
0,26.0,170.0,70.0,143,14,219,1
1,36.0,203.0,95.0,429,52,517,1
1,32.0,194.0,96.0,336,17,244,1
0,18.0,161.0,56.0,310,22,294,1
0,31.0,174.0,64.0,24,24,299,1
1,22.0,185.0,79.0,141,3,56,1
1,25.0,184.0,90.0,156,55,559,1
0,26.0,167.0,52.0,83,15,230,1
1,23.0,186.0,81.0,24,36,356,0
0,27.0,185.0,72.0,327,3,94,1
0,20.0,166.0,62.0,65,44,485,0
1,32.0,178.0,77.0,429,46,493,0
1,21.0,190.0,86.0,423,44,461,1
1,24.0,172.0,65.0,122,22,275,1
1,21.0,186.0,75.0,429,44,462,1
0,28.0,162.0,54.0,143,3,84,0
1,29.0,168.0,62.0,122,22,282,0
0,32.0,158.0,57.0,336,49,513,0
1,23.0,189.0,75.0,392,14,196,1
1,20.0,163.0,56.0,83,22,279,0
1,28.0,182.0,78.0,278,24,298,0
0,29.0,170.0,62.0,371,24,299,0
1,30.0,178.0,83.0,162,55,558,0
0,28.0,174.0,76.0,65,33,348,1
1,19.0,183.0,68.0,200,3,63,0
1,23.0,162.0,66.0,143,54,529,1
1,21.0,179.0,64.0,310,3,50,0
0,26.0,164.0,58.0,423,3,76,1
0,19.0,160.0,54.0,254,44,483,0
1,26.0,183.0,88.0,271,24,298,0
1,28.0,182.0,90.0,102,25,300,0
0,31.0,174.0,73.0,336,48,511,0
0,23.0,175.0,69.0,200,36,376,0
1,24.0,176.0,66.0,65,10,136,0
1,30.0,165.0,60.0,212,10,137,0
1,28.0,175.0,74.0,429,11,154,0
1,33.0,205.0,100.0,200,53,519,1
1,22.0,175.0,66.0,392,25,300,0
1,20.0,172.0,60.0,162,43,434,0
1,15.0,180.0,69.0,315,44,460,0
1,28.0,180.0,65.0,213,3,34,1
0,28.0,160.0,67.0,429,3,84,1
1,21.0,185.0,79.0,287,14,199,1
1,27.0,166.0,67.0,20,55,564,1
1,27.0,165.0,67.0,72,10,140,1
0,17.0,163.0,54.0,105,22,292,0
0,27.0,167.0,65.0,376,43,440,0
1,31.0,180.0,85.0,205,0,3,0
1,21.0,173.0,74.0,200,0,4,0
0,24.0,173.0,61.0,162,3,98,1
1,25.0,173.0,75.0,446,24,298,1
1,23.0,196.0,94.0,200,33,342,1
0,20.0,174.0,68.0,392,12,192,1
1,24.0,188.0,83.0,143,33,333,0
1,21.0,187.0,82.0,261,19,261,0
0,27.0,174.0,61.0,111,44,483,1
1,25.0,190.0,86.0,24,33,333,1
1,15.0,185.0,77.0,185,44,455,1
1,18.0,156.0,56.0,30,54,522,1
1,19.0,176.0,60.0,336,3,30,0
1,23.0,173.0,75.0,111,11,146,0
1,23.0,195.0,82.0,429,44,461,1
1,24.0,174.0,69.0,24,12,178,0
1,23.0,167.0,53.0,376,33,334,0
1,23.0,188.0,81.0,429,3,41,1
0,17.0,146.0,43.0,336,22,293,1
1,19.0,184.0,72.0,143,14,199,1
1,26.0,189.0,82.0,56,14,210,0
0,25.0,168.0,56.0,156,38,412,0
1,22.0,187.0,84.0,310,19,261,1
1,26.0,187.0,103.0,156,25,300,0
1,29.0,195.0,90.0,143,33,338,1
1,30.0,179.0,85.0,185,11,144,1
1,22.0,178.0,72.0,105,0,3,0
1,22.0,180.0,70.0,24,3,42,0
0,30.0,158.0,50.0,162,12,188,0
0,27.0,165.0,63.0,263,3,90,1
0,22.0,153.0,53.0,254,15,230,0
1,22.0,177.0,65.0,141,31,330,1
0,17.0,150.0,48.0,416,22,290,0
1,23.0,186.0,81.0,327,10,132,0
1,21.0,210.0,110.0,457,6,108,1
0,24.0,173.0,75.0,166,42,432,0
0,25.0,176.0,68.0,200,48,510,0
1,30.0,190.0,85.0,376,33,337,1
0,21.0,173.0,80.0,429,17,255,1
1,23.0,185.0,80.0,271,43,439,1
1,27.0,198.0,100.0,429,44,469,1
1,24.0,181.0,81.0,122,28,318,0
0,22.0,174.0,68.0,185,11,168,1
1,23.0,170.0,63.0,380,22,285,0
1,24.0,180.0,68.0,141,40,416,0
1,23.0,178.0,84.0,156,3,26,1
0,31.0,177.0,62.0,429,45,491,1
0,25.0,166.0,58.0,83,38,413,1
0,29.0,169.0,70.0,287,44,486,0
0,18.0,165.0,62.0,83,38,412,1
1,24.0,188.0,91.0,429,0,2,1
0,24.0,165.0,61.0,143,41,429,1
1,26.0,191.0,72.0,166,33,341,1
0,24.0,186.0,77.0,24,6,109,0
1,23.0,186.0,77.0,395,14,210,0
0,25.0,185.0,73.0,429,6,109,1
0,22.0,174.0,62.0,203,3,86,0
1,27.0,184.0,74.0,156,36,367,1
1,26.0,176.0,70.0,185,19,261,1
1,22.0,175.0,70.0,73,25,300,1
0,14.0,175.0,70.0,429,44,476,1
1,25.0,169.0,59.0,185,22,278,0
0,24.0,210.0,128.0,376,6,109,1
1,24.0,178.0,65.0,287,8,116,1
1,19.0,162.0,51.0,419,10,131,1
1,20.0,180.0,139.0,14,54,525,1
1,32.0,163.0,63.5,27,54,529,0
0,26.0,183.0,70.0,102,48,511,1
0,19.0,165.0,58.0,65,37,403,0
1,25.0,195.0,105.0,337,9,125,1
1,26.0,193.0,93.0,105,52,517,0
1,23.0,187.0,74.0,105,14,205,0
0,27.0,166.0,56.0,376,22,292,1
1,20.0,188.0,71.0,429,3,42,1
1,32.0,171.0,71.0,376,22,285,1
0,21.0,180.0,73.0,56,52,518,0
1,27.0,195.0,110.0,350,3,55,0
1,32.0,182.0,82.0,65,11,158,0
0,30.0,168.0,64.0,376,37,403,1
0,25.0,168.0,58.0,327,17,250,0
0,26.0,170.0,71.0,122,3,81,1
1,24.0,180.0,77.0,370,3,42,1
1,24.0,180.0,63.0,4,3,34,0
1,25.0,156.0,52.0,327,55,548,0
1,23.0,162.0,58.0,205,22,276,0
1,24.0,181.0,110.0,99,54,530,0
1,20.0,168.0,57.0,81,3,39,1
1,31.0,186.0,100.0,376,53,519,1
1,22.0,170.0,72.5,83,54,529,1
1,24.0,184.0,78.0,181,33,343,0
1,16.0,165.0,53.0,416,0,2,0
1,23.0,177.0,82.0,370,35,354,1
1,27.0,167.0,67.0,143,22,276,0
1,25.0,175.0,77.0,145,9,125,0
1,26.0,180.0,70.0,141,3,20,0
1,29.0,181.0,77.0,185,53,519,1
1,34.0,178.0,90.0,35,36,370,0
1,24.0,188.0,83.0,143,3,40,0
0,17.0,163.0,46.0,156,22,292,0
1,23.0,158.0,51.0,299,10,131,0
0,24.0,170.0,52.0,327,3,80,0
1,26.0,177.0,82.0,376,37,391,1
1,25.0,180.0,74.0,371,0,2,0
1,35.0,188.0,130.0,429,55,560,1
1,20.0,186.0,83.0,185,44,450,1
0,27.0,171.0,57.0,24,50,515,0
1,22.0,193.0,93.0,105,52,517,1
1,19.0,176.0,60.0,205,40,418,0
1,43.0,180.0,67.0,73,3,47,0
1,24.0,164.0,62.0,380,22,276,0
1,33.0,192.0,90.0,392,11,160,0
1,26.0,173.0,70.0,65,0,1,0
0,14.0,142.0,37.0,429,22,293,1
1,39.0,177.0,68.0,429,16,243,1
0,23.0,175.0,71.0,24,33,351,0
0,28.0,159.0,49.0,156,8,120,0
0,22.0,165.0,54.0,205,45,489,1
0,21.0,160.0,55.0,44,22,289,0
1,28.0,174.0,61.0,270,3,45,0
1,23.0,161.0,56.0,336,22,287,1
0,19.0,165.0,45.0,87,3,78,0
0,25.0,180.0,79.0,429,44,473,1
1,29.0,184.0,74.0,141,3,54,0
1,25.0,193.0,86.0,429,33,333,1
0,20.0,173.0,70.0,254,47,504,1
0,29.0,183.0,75.0,392,21,274,0
1,27.0,169.0,68.0,439,36,361,0
0,21.0,170.0,60.0,24,44,479,1
1,21.0,192.0,78.0,185,33,338,0
0,24.0,167.0,68.0,24,36,375,1
1,31.0,179.0,79.0,75,4,104,0
0,23.0,170.0,60.0,310,1,13,1
1,23.0,162.0,51.0,419,10,131,1
1,24.0,155.0,56.0,310,54,522,1
1,23.0,180.0,69.0,141,0,3,0
0,20.0,177.0,65.0,392,44,482,1
1,23.0,174.0,77.0,162,17,247,0
1,26.0,179.0,82.0,293,24,298,1
1,27.0,183.0,81.0,310,3,54,0
0,22.0,180.0,74.0,271,33,344,1
1,25.0,202.0,90.0,200,52,517,1
1,23.0,175.0,64.0,141,12,172,0
1,23.0,185.0,92.0,278,14,201,1
1,27.0,185.0,72.0,231,3,30,0
1,22.0,173.0,58.0,126,47,499,1
1,21.0,180.0,70.0,73,44,447,0
1,28.0,178.0,79.0,429,24,298,0
1,24.0,191.0,76.0,287,8,115,0
1,26.0,189.0,85.0,143,25,300,0
0,14.0,152.0,42.0,205,44,483,0
0,21.0,160.0,55.0,205,48,511,0
0,26.0,168.0,59.0,141,12,189,0
1,29.0,180.0,69.0,420,14,210,1
0,23.0,160.0,57.0,200,8,117,1
1,21.0,180.0,68.0,24,24,298,1
1,22.0,177.0,71.0,24,14,205,1
0,24.0,173.0,60.0,365,44,480,0
1,32.0,187.0,91.0,24,11,158,0
1,24.0,184.0,68.0,111,16,238,0
0,22.0,175.0,66.0,83,23,297,0
1,21.0,179.0,73.0,65,19,261,1
0,30.0,168.0,58.0,203,3,84,1
1,24.0,181.0,65.0,156,40,417,1
0,19.0,156.0,47.0,286,22,291,1
0,21.0,160.0,60.0,205,12,181,0
0,19.0,159.0,52.0,200,0,8,1
1,16.0,167.0,63.0,430,44,457,0
1,31.0,192.0,91.0,24,33,337,1
1,28.0,173.0,83.0,166,54,528,1
1,21.0,182.0,77.0,446,24,298,1
1,23.0,187.0,76.0,205,52,517,1
0,20.0,178.0,62.0,83,44,487,1
1,24.0,201.0,97.0,200,53,519,0
0,26.0,168.0,64.0,380,23,297,0
1,24.0,187.0,80.0,435,44,457,0
1,27.0,184.0,71.0,371,3,50,0
0,21.0,174.0,67.0,271,44,476,1
0,29.0,170.0,58.0,185,23,297,1
1,33.0,189.0,80.0,363,11,147,1
1,20.0,180.0,75.0,300,19,261,1
1,22.0,180.0,81.0,76,18,258,0
1,21.0,185.0,75.0,38,10,135,0
1,24.0,183.0,78.0,24,14,206,0
1,27.0,177.0,70.0,200,14,204,1
1,29.0,183.0,75.0,278,50,514,0
0,22.0,162.0,56.5,73,20,270,1
1,26.0,172.0,70.0,99,3,67,0
1,20.0,185.0,82.0,310,43,433,0
1,26.0,176.0,82.0,395,0,0,0
1,27.0,188.0,69.0,429,3,74,0
0,22.0,160.0,58.0,327,39,415,0
1,27.0,194.0,88.0,143,52,517,0
1,22.0,170.0,64.0,105,22,276,0
0,32.0,165.0,59.0,392,13,194,1
1,31.0,179.0,82.0,293,24,298,1
0,26.0,172.0,66.0,24,11,167,0
0,26.0,164.0,54.0,200,17,250,1
0,17.0,173.0,65.0,429,44,483,1
1,19.0,165.0,64.0,429,22,275,0
1,34.0,175.0,62.0,102,40,418,0
1,27.0,179.0,112.5,141,54,525,0
0,33.0,165.0,52.0,56,44,472,1
1,31.0,190.0,90.0,143,25,300,0
1,26.0,178.0,70.0,293,24,298,1
1,21.0,179.0,78.0,395,14,199,1
0,16.0,146.0,48.0,205,26,310,1
1,29.0,173.0,65.0,91,17,246,0
1,22.0,183.0,83.0,185,25,300,0
1,31.0,198.0,93.0,446,33,337,0
1,20.0,186.0,78.0,185,19,261,1
0,24.0,171.0,60.0,395,48,510,0
1,20.0,189.0,80.0,73,44,462,0
0,25.0,167.0,62.0,73,24,299,0
1,23.0,172.0,62.0,156,31,330,1
0,21.0,165.0,59.0,122,3,90,0
0,30.0,178.0,72.0,185,23,297,1
0,18.0,175.0,57.0,65,32,331,0
1,27.0,198.0,97.0,156,23,296,1
1,25.0,175.0,70.0,203,3,31,1
1,25.0,184.0,87.0,446,25,300,0
1,27.0,172.0,70.0,376,11,154,0
1,32.0,179.0,78.0,392,25,300,1
0,27.0,162.0,61.0,163,4,104,1
1,32.0,182.0,85.0,111,36,366,1
1,17.0,173.0,66.0,281,19,261,1
0,25.0,185.0,65.0,205,52,518,1
1,27.0,180.0,76.0,185,53,519,1
1,23.0,182.0,85.0,134,44,469,0
1,36.0,185.0,75.0,111,33,340,1
1,22.0,190.0,80.0,446,44,447,1
0,24.0,167.0,57.0,203,3,84,1
1,24.0,185.0,81.0,392,3,71,0
1,24.0,172.0,65.0,122,22,287,1
1,41.0,178.0,68.0,380,16,240,0
1,40.0,171.0,72.0,376,16,239,1
1,24.0,188.0,76.0,122,14,210,1
1,17.0,156.0,51.0,82,10,131,0
1,22.0,192.0,88.0,376,14,210,1
1,25.0,180.0,82.0,162,24,298,0
1,19.0,174.0,70.0,162,44,462,1
0,27.0,182.0,68.0,376,3,94,1
0,25.0,160.0,57.0,376,12,188,1
1,25.0,173.0,75.0,278,37,394,0
0,22.0,179.0,73.0,24,44,482,1
1,23.0,185.0,80.0,376,14,210,1
1,28.0,178.0,83.0,188,23,296,0
1,25.0,182.0,82.0,166,53,519,0
1,21.0,183.0,83.0,429,44,447,1
1,23.0,168.0,53.0,287,3,52,0
1,25.0,168.0,75.0,376,25,300,1
0,19.0,163.0,57.0,429,44,488,0
1,29.0,188.0,75.0,111,4,102,1
1,34.0,174.0,64.0,310,46,493,0
1,40.0,173.0,73.0,27,46,494,0
0,25.0,165.0,56.0,166,3,78,1
0,21.0,174.0,67.0,371,52,518,0
0,27.0,175.0,62.0,44,3,84,1
0,38.0,162.0,63.0,392,25,301,1
1,33.0,172.0,64.0,141,3,64,0
1,22.0,176.0,80.0,234,19,261,0
1,30.0,162.0,59.5,200,54,523,1
1,30.0,183.0,78.0,162,3,43,0
1,19.0,195.0,92.0,65,52,517,0
1,26.0,175.0,76.0,370,24,298,0
1,33.0,183.0,75.0,278,36,365,1
0,15.0,150.0,40.0,205,22,290,0
1,26.0,168.0,77.0,278,24,298,1
0,23.0,162.0,60.0,143,12,186,0
0,27.0,170.0,63.0,73,3,79,0
0,17.0,165.0,60.0,199,44,485,0
0,29.0,165.0,91.0,73,1,12,0
1,20.0,188.0,76.0,162,44,461,0
0,16.0,163.0,56.0,429,3,96,1
1,41.0,189.0,80.0,156,16,241,1
1,27.0,173.0,54.0,185,3,64,0
1,21.0,180.0,70.0,156,44,462,1
0,44.0,165.0,75.0,430,28,321,0
1,28.0,194.0,128.0,185,3,55,0
1,23.0,160.0,65.0,205,55,545,1
0,26.0,167.0,63.0,429,1,13,0
1,25.0,172.0,90.0,376,54,530,1
0,18.0,147.0,37.0,336,22,289,0
0,22.0,170.0,59.0,271,24,299,1
1,21.0,165.0,55.0,141,3,53,1
1,23.0,183.0,80.0,162,44,450,1
1,29.0,184.0,86.0,380,23,296,1
1,42.0,187.0,90.0,156,37,387,0
0,22.0,162.0,58.0,429,15,230,1
1,30.0,183.0,101.0,73,5,107,0
1,27.0,184.0,70.0,156,33,340,0
1,24.0,162.0,59.0,429,22,276,0
1,28.0,182.0,78.0,143,17,245,0
1,22.0,183.0,79.0,336,52,517,1
1,21.0,183.0,74.0,141,12,173,0
0,29.0,165.0,65.0,83,14,216,0
1,23.0,176.0,67.0,336,14,205,0
0,17.0,168.0,57.0,313,36,373,0
1,21.0,180.0,71.0,143,10,135,1
0,26.0,178.0,63.0,336,3,101,0
1,28.0,179.0,69.0,102,31,330,0
1,25.0,180.0,78.0,310,3,41,0
1,29.0,210.0,110.0,457,6,108,1
1,25.0,170.0,73.0,27,43,434,0
0,22.0,159.0,56.0,200,52,518,0
1,23.0,177.0,69.0,310,16,243,0
1,29.0,189.0,85.0,278,33,343,1
1,28.0,178.0,71.0,141,41,422,0
1,33.0,163.0,65.0,162,22,282,0
1,38.0,176.0,71.0,141,37,379,0
1,21.0,170.0,63.0,327,22,278,0
1,32.0,174.0,131.0,200,54,525,0
1,37.0,166.0,68.0,27,46,493,0
1,28.0,175.0,70.0,73,28,318,0
0,29.0,170.0,61.0,99,14,220,0
