Sex,Age,Height,Weight,Team,Sport,Event,Medal
0,23.0,162.0,56.0,376,12,188,1
1,35.0,158.0,60.0,376,54,523,1
1,19.0,180.0,63.0,143,1,11,0
1,21.0,178.0,68.0,336,10,136,0
1,24.0,163.0,56.0,395,22,276,0
1,26.0,145.0,55.0,185,54,524,1
1,27.0,180.0,60.0,143,17,247,1
1,20.0,173.0,73.0,327,22,282,0
1,22.0,175.0,71.0,310,19,261,1
1,30.0,177.0,84.0,141,25,300,1
1,33.0,185.0,86.0,143,14,198,0
1,22.0,183.0,70.0,73,3,50,0
0,21.0,174.0,59.0,371,43,440,0
1,29.0,180.0,76.0,156,24,298,1
0,24.0,171.0,53.0,41,32,332,1
1,28.0,176.0,70.0,429,16,241,1
1,28.0,176.0,88.0,27,0,3,1
1,23.0,167.0,63.0,83,54,529,1
1,30.0,167.0,74.0,429,54,531,1
0,20.0,165.0,65.0,363,0,8,0
1,28.0,182.0,82.0,82,48,507,1
1,22.0,169.0,70.0,205,43,436,0
1,27.0,187.0,85.0,162,33,333,1
1,25.0,177.0,62.0,370,14,206,0
1,24.0,170.0,65.0,105,3,45,0
0,18.0,152.0,48.0,429,22,293,1
1,25.0,183.0,74.0,141,12,173,1
0,27.0,168.0,65.0,271,43,441,1
1,20.0,180.0,72.0,44,14,196,0
1,25.0,187.0,75.0,287,36,369,0
1,27.0,182.0,79.0,141,37,381,0
1,22.0,180.0,82.0,429,3,26,1
0,25.0,175.0,98.0,156,3,100,1
1,29.0,188.0,82.0,287,12,173,1
0,27.0,175.0,75.0,429,33,351,1
1,36.0,196.0,102.0,353,53,519,1
0,21.0,187.0,74.0,327,23,297,0
0,21.0,158.0,49.0,271,24,299,1
0,15.0,170.0,63.0,122,44,473,1
1,24.0,183.0,75.0,83,17,246,0
1,23.0,165.0,57.0,392,55,544,0
0,48.0,168.0,63.0,429,16,240,0
1,31.0,180.0,75.0,200,52,517,1
1,39.0,178.0,72.0,392,37,388,0
0,33.0,158.0,45.0,200,12,182,1
1,24.0,188.0,141.0,429,55,553,1
1,23.0,199.0,94.0,371,19,261,1
1,32.0,183.0,74.0,27,37,391,1
1,23.0,165.0,61.0,200,31,330,0
1,25.0,169.0,57.0,27,55,544,0
1,25.0,178.0,70.0,65,40,418,0
0,36.0,167.0,63.0,310,55,570,1
0,38.0,173.0,63.0,56,52,518,1
0,23.0,163.0,62.0,73,38,412,1
0,25.0,170.0,62.0,446,11,165,0
1,25.0,170.0,52.0,429,3,34,1
1,27.0,185.0,80.0,271,43,437,1
1,25.0,179.0,75.0,446,44,462,1
1,33.0,169.0,69.0,134,3,64,0
0,24.0,168.0,59.0,271,3,81,0
1,40.0,179.0,86.0,83,37,378,0
1,22.0,180.0,79.0,429,14,209,0
1,22.0,198.0,90.0,156,33,333,1
1,23.0,150.0,54.0,416,54,524,1
1,26.0,162.0,60.0,376,12,173,1
1,19.0,175.0,72.0,162,44,461,0
1,26.0,178.0,78.0,352,11,160,0
0,29.0,162.0,48.0,395,16,238,1
1,31.0,174.0,77.0,87,5,107,1
0,26.0,167.0,73.0,429,25,301,1
1,24.0,179.0,98.0,24,9,125,0
1,21.0,162.0,54.0,213,3,20,1
1,25.0,177.0,70.0,224,17,244,0
1,29.0,178.0,76.0,287,13,193,1
1,21.0,199.0,99.0,143,44,469,1
1,24.0,170.0,66.5,141,10,140,1
0,23.0,152.0,45.0,162,0,7,0
0,19.0,162.0,65.0,281,3,84,1
1,23.0,173.0,73.0,376,43,437,1
0,21.0,183.0,68.0,429,44,482,1
1,19.0,190.0,81.0,257,44,457,0
1,33.0,184.0,84.0,111,11,160,0
1,21.0,179.0,73.0,143,55,564,1
1,21.0,180.0,75.0,358,44,460,0
1,21.0,166.0,60.0,195,55,546,0
1,23.0,177.0,82.0,380,11,158,0
0,39.0,175.0,70.0,429,17,250,0
0,19.0,166.0,61.0,122,44,475,1
1,26.0,184.0,74.0,429,3,64,1
1,34.0,184.0,72.0,156,16,239,1
1,27.0,176.0,73.0,446,8,115,0
0,28.0,168.0,55.0,144,18,257,1
1,30.0,180.0,69.0,200,12,175,0
1,23.0,167.0,66.0,310,10,136,1
1,23.0,180.0,74.0,73,33,340,1
1,29.0,184.0,77.0,197,3,31,0
0,33.0,167.0,59.0,429,23,297,0
0,25.0,165.0,61.0,429,43,441,0
0,27.0,179.0,68.0,221,3,80,0
1,25.0,186.0,82.0,185,44,458,1
1,25.0,177.0,73.0,83,14,206,0
1,24.0,183.0,76.0,338,18,257,0
1,29.0,178.0,86.0,429,25,300,0
1,23.0,167.0,64.0,143,22,275,0
1,30.0,185.0,90.0,271,24,298,1
1,26.0,180.0,75.0,87,3,54,0
0,30.0,174.0,64.0,166,53,520,1
1,31.0,188.0,89.0,429,36,366,0
1,31.0,164.0,67.0,310,22,276,0
0,19.0,176.0,59.0,287,14,220,0
1,25.0,167.0,67.0,376,55,556,1
1,30.0,175.0,74.0,156,24,298,1
1,37.0,178.0,70.0,429,37,386,0
1,20.0,178.0,71.0,185,53,519,1
1,26.0,178.0,70.0,200,3,42,0
1,30.0,177.0,88.0,99,5,107,1
1,27.0,192.0,91.0,429,3,59,1
1,21.0,182.0,77.0,310,38,409,0
1,37.0,181.0,77.0,185,53,519,1
1,27.0,167.0,73.0,143,54,531,1
0,19.0,162.0,55.0,191,48,510,0
0,24.0,159.0,61.0,205,37,403,0
1,30.0,186.0,97.0,376,23,296,1
0,14.0,150.0,38.0,83,15,229,0
1,35.0,189.0,96.0,102,25,300,1
0,18.0,148.0,42.0,122,33,344,1
1,20.0,175.0,78.0,429,25,300,1
1,26.0,187.0,95.0,44,26,303,1
0,30.0,172.0,69.0,310,52,518,1
0,24.0,163.0,53.0,73,44,482,0
0,21.0,165.0,69.0,143,17,250,0
1,32.0,192.0,131.0,156,26,306,1
1,19.0,188.0,130.0,316,3,68,0
1,22.0,181.0,81.0,205,26,305,1
1,22.0,181.0,76.0,429,3,42,1
0,17.0,174.0,62.0,376,44,488,0
1,33.0,176.0,75.0,395,13,193,1
1,39.0,187.0,79.0,429,16,239,1
1,21.0,185.0,84.0,429,43,436,1
1,36.0,186.0,90.0,143,41,423,1
1,27.0,170.0,80.0,447,9,125,1
0,24.0,163.0,69.0,83,54,538,1
1,28.0,167.0,65.0,195,0,2,0
0,19.0,175.0,65.0,420,44,482,0
0,21.0,181.0,73.0,83,52,518,1
0,29.0,174.0,68.0,156,12,185,0
0,24.0,165.0,57.0,111,23,297,1
1,22.0,180.0,92.0,310,55,553,0
1,20.0,182.0,76.0,200,14,210,1
1,28.0,174.0,67.0,162,24,298,0
1,25.0,160.0,52.0,376,55,548,1
1,28.0,184.0,74.0,185,29,323,1
1,31.0,187.0,95.0,212,11,154,0
1,21.0,174.0,70.0,416,12,178,0
0,19.0,165.0,67.0,371,36,376,0
0,17.0,164.0,57.0,205,44,478,0
1,25.0,183.0,72.0,200,3,43,0
1,28.0,197.0,84.0,200,52,517,1
1,23.0,193.0,83.0,143,3,40,1
0,19.0,167.0,62.0,14,0,8,0
1,33.0,178.0,74.0,200,53,519,0
1,27.0,180.0,70.0,143,29,323,1
0,16.0,164.0,49.0,352,44,486,0
0,19.0,166.0,63.0,370,44,472,0
0,25.0,174.0,65.0,24,44,483,1
0,26.0,165.0,58.0,44,3,79,0
0,21.0,175.0,64.0,271,44,473,0
1,20.0,188.0,91.0,429,5,107,1
1,29.0,192.0,92.0,143,33,338,1
1,23.0,160.0,67.0,105,22,285,0
1,26.0,190.0,90.0,271,33,333,1
0,20.0,170.0,64.0,126,45,489,0
0,24.0,153.0,52.0,251,26,312,0
1,27.0,181.0,78.0,185,17,247,1
0,27.0,176.0,70.0,141,25,301,1
1,17.0,180.0,75.0,217,17,248,0
1,22.0,182.0,75.0,99,10,138,1
1,27.0,181.0,72.0,281,19,261,1
0,27.0,172.0,70.0,396,9,128,0
1,28.0,183.0,68.0,376,12,175,1
0,30.0,182.0,95.0,358,3,100,0
1,19.0,173.0,73.5,141,40,418,1
1,22.0,186.0,85.0,162,3,41,1
0,23.0,168.0,70.0,156,36,375,0
1,23.0,165.0,48.0,125,10,133,0
0,27.0,172.0,61.0,143,11,165,1
1,23.0,172.0,57.0,415,10,130,0
1,22.0,179.0,69.0,162,44,456,0
1,17.0,165.0,55.0,327,33,336,1
1,26.0,190.0,100.0,371,26,303,1
1,24.0,186.0,77.0,24,14,210,1
0,23.0,170.0,63.0,281,3,94,0
0,33.0,168.0,56.0,310,3,85,0
1,23.0,178.0,87.5,141,55,559,1
0,21.0,178.0,75.0,392,25,301,1
1,28.0,183.0,76.0,44,24,298,0
1,17.0,172.0,54.0,278,33,334,1
1,29.0,186.0,84.0,24,20,265,0
1,22.0,183.0,80.0,156,17,247,0
1,20.0,168.0,65.0,143,22,284,0
1,23.0,164.0,51.0,212,10,131,1
0,18.0,148.0,39.0,380,22,293,0
1,24.0,190.0,84.0,185,11,158,0
0,28.0,183.0,78.0,162,33,348,1
1,22.0,183.0,80.0,376,3,31,1
0,27.0,171.0,58.0,392,19,262,0
1,23.0,188.0,92.0,287,3,55,0
1,29.0,175.0,58.0,189,24,298,1
0,28.0,184.0,83.0,336,23,297,1
0,23.0,173.0,66.0,203,3,87,0
1,22.0,185.0,73.0,287,40,417,0
0,30.0,174.0,72.0,156,43,440,0
0,36.0,175.0,59.0,24,23,297,0
1,31.0,175.0,68.0,91,17,246,0
0,27.0,171.0,59.0,24,44,484,1
1,18.0,185.0,80.0,73,44,462,0
1,28.0,180.0,90.0,230,0,4,0
0,19.0,180.0,69.0,380,44,480,0
1,34.0,186.0,105.0,376,37,395,0
0,16.0,166.0,60.0,461,44,474,0
0,15.0,159.0,47.0,200,22,295,0
1,26.0,181.0,68.0,195,47,498,1
0,23.0,173.0,68.0,315,52,518,0
1,26.0,185.0,88.0,392,11,163,1
0,21.0,165.0,52.0,156,3,89,0
0,13.0,157.0,45.0,73,44,483,1
1,24.0,168.0,62.0,156,15,225,1
0,22.0,164.0,58.0,156,24,299,1
1,30.0,205.0,87.0,162,33,339,0
1,23.0,183.0,80.0,156,43,435,0
0,32.0,188.0,82.0,231,3,93,0
1,25.0,184.0,73.0,460,3,43,0
0,32.0,166.0,56.0,287,8,118,1
0,23.0,182.0,72.0,376,52,518,1
0,26.0,168.0,66.0,65,3,89,0
1,28.0,180.0,71.0,212,10,135,1
1,25.0,186.0,81.0,156,44,461,0
1,21.0,183.0,70.0,162,3,50,1
1,23.0,168.0,65.0,156,26,302,1
1,26.0,186.0,87.0,122,11,160,1
0,31.0,152.0,48.0,429,20,270,0
1,25.0,163.0,53.0,83,15,227,1
1,29.0,185.0,117.0,310,54,532,1
1,22.0,180.0,73.0,123,28,319,1
0,28.0,160.0,48.0,143,26,310,1
1,28.0,179.0,71.0,446,8,116,1
1,21.0,179.0,70.0,200,53,519,0
1,23.0,168.0,67.0,56,19,261,1
0,24.0,175.0,62.0,203,3,81,1
1,22.0,176.0,65.0,429,3,20,0
1,24.0,175.0,80.0,185,54,528,0
1,27.0,174.0,83.5,141,54,530,1
1,23.0,165.0,58.0,162,33,333,1
0,17.0,171.0,51.0,156,22,290,0
1,25.0,178.0,87.5,141,55,554,1
0,22.0,176.0,65.0,83,6,109,1
1,21.0,186.0,80.0,122,44,461,1
0,31.0,156.0,53.0,24,19,262,0
1,23.0,178.0,77.0,162,25,300,1
1,24.0,177.0,54.0,141,40,416,1
1,25.0,167.0,62.0,205,55,545,0
0,19.0,170.0,54.0,231,29,324,0
1,20.0,174.0,72.0,271,24,298,0
0,26.0,160.0,58.0,336,8,120,0
1,26.0,165.0,68.0,103,11,147,1
1,22.0,178.0,82.0,429,25,300,1
0,17.0,167.0,60.0,83,44,477,0
1,25.0,178.0,68.0,27,44,455,0
1,23.0,179.0,72.0,156,11,164,1
1,20.0,180.0,71.0,336,14,210,0
0,21.0,178.0,78.0,365,26,311,0
1,22.0,186.0,76.0,111,17,249,0
1,25.0,182.0,82.0,14,33,333,0
1,20.0,190.0,93.0,429,44,462,1
1,35.0,181.0,74.0,99,5,107,1
0,23.0,175.0,60.0,436,3,101,0
1,20.0,172.0,68.0,200,14,196,1
1,27.0,185.0,125.0,376,54,532,1
0,25.0,171.0,70.0,415,26,316,0
0,24.0,155.0,60.0,72,19,262,0
0,22.0,178.0,70.0,429,3,93,1
1,40.0,172.0,64.0,141,22,287,1
0,20.0,162.0,52.0,73,22,290,0
1,30.0,181.0,72.0,56,44,449,0
0,21.0,169.0,55.0,336,45,491,1
1,26.0,195.0,101.0,73,33,333,1
0,25.0,167.0,53.0,65,3,86,0
1,35.0,186.0,100.0,199,26,303,0
0,21.0,188.0,90.0,380,53,520,1
1,19.0,165.0,65.0,242,22,278,0
0,26.0,164.0,75.0,156,1,13,1
1,29.0,182.0,79.0,310,43,436,0
1,21.0,178.0,68.0,122,16,243,0
1,33.0,193.0,104.0,185,53,519,1
0,30.0,162.0,57.0,310,37,400,1
0,23.0,159.0,59.0,429,3,84,1
0,22.0,164.0,59.0,271,24,299,1
1,21.0,185.0,80.0,254,44,456,0
1,29.0,216.0,107.0,429,6,108,1
0,26.0,180.0,58.0,65,3,94,1
1,23.0,198.0,86.0,429,52,517,1
0,20.0,178.0,71.0,83,33,349,1
0,25.0,168.0,62.0,24,44,482,1
1,25.0,164.0,110.0,376,55,560,1
0,21.0,160.0,51.0,200,22,295,0
1,23.0,180.0,73.0,446,40,416,0
1,30.0,191.0,86.0,429,3,41,1
1,27.0,166.0,65.0,105,19,261,1
1,22.0,180.0,82.0,99,6,108,1
0,16.0,153.0,40.0,181,44,474,0
1,30.0,175.0,64.0,449,3,41,1
1,25.0,183.0,88.0,141,25,300,1
1,28.0,178.0,72.0,24,36,369,0
1,27.0,175.0,67.0,205,3,74,0
1,27.0,188.0,83.0,162,29,322,0
1,29.0,159.0,56.0,91,54,522,0
0,22.0,181.0,72.0,420,33,351,1
1,21.0,155.0,52.0,99,54,522,1
0,23.0,176.0,72.0,327,8,124,0
0,21.0,159.0,48.0,395,22,293,0
0,20.0,158.0,51.0,73,22,290,0
0,19.0,165.0,64.0,429,38,412,1
1,22.0,187.0,90.0,111,14,210,1
1,31.0,193.0,91.0,429,44,460,1
1,29.0,171.0,65.0,94,3,64,0
0,22.0,182.0,76.0,392,44,480,1
0,25.0,175.0,68.0,73,17,250,0
1,34.0,183.0,91.0,336,25,300,1
1,26.0,182.0,78.0,376,3,40,0
1,30.0,168.0,68.0,143,37,378,0
0,23.0,173.0,68.0,429,25,301,1
0,32.0,175.0,60.0,271,14,215,0
1,27.0,170.0,67.0,205,53,519,0
1,26.0,185.0,63.0,377,18,257,1
0,22.0,178.0,65.0,371,52,518,0
1,22.0,188.0,79.0,371,6,108,0
1,28.0,181.0,79.0,271,24,298,1
1,22.0,183.0,73.0,166,33,341,1
1,23.0,188.0,84.0,429,3,41,1
0,24.0,160.0,52.0,83,8,123,0
1,27.0,172.0,79.0,156,28,318,1
1,25.0,167.0,81.0,72,55,558,0
1,26.0,171.0,71.0,234,22,287,0
1,29.0,173.0,73.0,447,28,319,1
1,27.0,208.0,94.0,457,6,108,1
1,28.0,178.0,65.0,287,8,113,1
1,25.0,183.0,88.0,395,26,308,1
1,24.0,173.0,73.0,162,0,3,0
1,26.0,186.0,77.0,83,1,11,1
0,27.0,158.0,54.0,73,49,513,1
1,26.0,163.0,50.0,122,22,279,0
1,22.0,172.0,70.0,376,22,287,1
1,54.0,190.0,91.0,429,37,378,0
1,22.0,182.0,70.0,446,44,461,1
1,27.0,188.0,82.0,429,3,41,1
1,21.0,180.0,75.0,65,10,135,0
1,27.0,166.0,64.0,205,22,287,1
1,23.0,187.0,85.0,327,53,519,0
1,31.0,183.0,84.0,185,17,246,0
1,24.0,170.0,75.0,429,41,422,0
1,24.0,183.0,84.0,175,36,356,0
1,23.0,180.0,84.0,162,26,305,0
1,26.0,185.0,96.0,429,55,549,1
1,28.0,184.0,82.0,278,33,334,1
1,20.0,175.0,71.0,162,22,278,0
1,26.0,176.0,67.0,336,14,200,0
1,20.0,166.0,48.0,205,10,133,0
1,19.0,178.0,70.0,73,25,300,1
1,27.0,185.0,77.0,143,17,244,1
1,26.0,172.0,67.0,310,24,298,0
1,28.0,172.0,62.0,380,12,178,0
0,22.0,164.0,57.0,395,15,230,0
0,18.0,149.0,49.0,371,22,289,0
0,20.0,163.0,62.0,395,25,301,1
1,23.0,169.0,66.0,205,0,1,0
0,21.0,175.0,65.0,336,3,90,1
1,25.0,184.0,73.0,376,3,63,0
1,23.0,185.0,82.0,203,3,27,0
0,23.0,173.0,65.0,24,44,483,1
1,21.0,179.0,80.0,188,0,2,0
1,14.0,157.0,47.0,164,18,258,0
1,26.0,195.0,86.0,185,44,461,0
1,20.0,180.0,67.0,143,43,437,0
1,22.0,191.0,70.0,429,3,63,1
0,23.0,162.0,55.0,376,12,187,1
1,22.0,171.0,68.0,205,44,461,1
0,18.0,167.0,57.0,310,3,84,0
1,22.0,198.0,96.0,24,44,460,1
1,20.0,170.0,59.0,432,18,258,0
0,23.0,160.0,55.0,310,12,181,0
1,25.0,188.0,80.0,287,25,300,0
1,18.0,167.0,71.0,24,22,285,0
1,28.0,174.0,76.0,335,36,362,1
0,17.0,154.0,43.0,336,22,293,1
1,26.0,185.0,84.0,327,25,300,0
1,26.0,181.0,82.0,376,55,558,1
1,18.0,189.0,73.0,271,44,462,0
1,29.0,157.0,56.0,327,54,522,0
0,20.0,174.0,65.0,27,8,117,0
1,27.0,170.0,76.0,225,3,26,0
1,28.0,176.0,78.0,105,25,300,1
0,23.0,162.0,53.0,376,12,188,1
0,27.0,168.0,70.0,143,26,313,1
1,23.0,172.0,67.0,327,10,140,1
1,20.0,178.0,84.0,431,9,127,0
1,25.0,191.0,80.0,287,12,177,1
0,31.0,170.0,68.0,102,0,8,0
1,23.0,197.0,95.0,24,44,454,0
1,19.0,165.0,51.0,416,10,131,1
0,22.0,176.0,75.0,83,10,143,1
0,22.0,158.0,53.0,37,44,487,0
1,20.0,171.0,61.0,125,22,279,0
0,25.0,186.0,77.0,156,33,347,1
1,23.0,188.0,92.0,310,55,549,0
0,30.0,171.0,58.0,27,12,192,0
0,23.0,176.0,85.0,122,28,321,1
1,22.0,182.0,72.0,24,14,210,1
0,21.0,159.0,43.0,87,44,486,0
1,24.0,165.0,56.0,429,22,284,0
1,24.0,187.0,82.0,101,3,27,0
1,26.0,194.0,90.0,429,33,337,1
1,30.0,183.0,85.0,376,8,115,1
0,20.0,178.0,62.0,446,3,98,0
1,25.0,181.0,71.0,351,19,261,0
0,27.0,189.0,84.0,271,33,344,1
1,21.0,170.0,65.0,73,18,256,0
1,32.0,180.0,98.0,371,5,107,1
1,41.0,178.0,65.0,27,16,241,1
0,20.0,153.0,50.0,162,22,295,0
0,31.0,170.0,57.0,429,3,78,1
1,33.0,180.0,70.0,162,16,236,0
0,21.0,170.0,56.0,190,46,495,0
1,20.0,173.0,66.0,429,18,256,0
1,23.0,180.0,76.0,310,17,245,1
1,28.0,168.0,72.0,376,37,383,1
1,22.0,171.0,71.0,195,19,261,0
0,25.0,175.0,59.0,429,3,85,1
1,28.0,179.0,72.0,446,36,370,1
1,26.0,169.0,63.0,185,16,240,0
1,23.0,218.0,110.0,143,6,108,1
1,23.0,176.0,66.0,185,17,245,1
0,24.0,177.0,76.0,162,33,351,1
1,22.0,185.0,90.0,185,17,249,1
1,19.0,190.0,79.0,162,44,456,0
1,21.0,184.0,92.0,162,3,54,1
1,40.0,185.0,84.0,308,36,368,0
1,26.0,190.0,100.0,98,53,519,1
0,20.0,180.0,78.0,105,52,518,0
0,15.0,173.0,72.0,185,44,479,0
0,25.0,170.0,60.0,429,3,85,1
1,22.0,175.0,79.0,73,20,265,0
1,29.0,165.0,60.0,439,17,244,0
1,21.0,160.0,42.0,83,15,228,1
1,32.0,183.0,91.0,73,36,368,1
0,27.0,177.0,70.0,336,53,520,1
0,21.0,170.0,57.0,376,3,98,1
1,24.0,191.0,91.0,185,53,519,1
1,27.0,177.0,75.0,200,37,381,1
1,20.0,165.0,57.0,141,31,329,0
1,24.0,164.0,63.0,380,22,278,0
0,16.0,142.0,33.0,83,22,295,1
1,28.0,174.0,61.0,143,22,284,1
0,22.0,178.0,69.0,287,8,123,1
0,28.0,153.0,42.0,200,3,97,0
1,29.0,191.0,84.0,392,55,554,1
1,23.0,192.0,90.0,188,23,296,1
1,26.0,178.0,70.0,254,19,261,0
1,22.0,183.0,85.0,254,24,298,0
1,25.0,195.0,94.0,141,3,60,1
0,25.0,170.0,63.0,429,43,440,0
1,28.0,175.0,66.0,287,31,326,1
1,26.0,183.0,80.0,429,17,245,1
1,27.0,184.0,86.0,156,26,308,0
0,30.0,160.0,56.0,336,43,442,1
0,18.0,148.0,40.0,429,22,295,1
1,22.0,173.0,67.0,371,18,256,0
1,37.0,170.0,85.0,376,37,382,1
1,19.0,154.0,62.0,191,54,522,1
0,20.0,184.0,72.0,310,44,481,0
0,36.0,180.0,96.0,56,3,91,0
1,21.0,172.0,57.0,429,10,130,0
0,16.0,152.0,50.0,429,22,293,1
1,32.0,178.0,80.0,271,24,298,1
0,20.0,167.0,56.0,87,3,84,0
0,22.0,182.0,69.0,83,53,520,0
1,29.0,183.0,93.0,156,37,383,1
0,24.0,174.0,65.0,83,46,497,1
1,26.0,175.0,61.0,205,40,417,1
1,26.0,182.0,72.0,205,3,31,0
1,22.0,183.0,78.0,435,16,241,0
0,25.0,163.0,55.0,358,46,497,1
0,22.0,186.0,80.0,141,25,301,1
1,27.0,188.0,92.0,24,33,337,1
1,32.0,193.0,84.0,200,52,517,1
0,31.0,175.0,70.0,162,33,344,0
0,24.0,160.0,48.0,429,33,344,1
1,34.0,166.0,64.0,156,16,239,1
0,28.0,163.0,53.0,429,0,8,1
0,26.0,169.0,73.0,395,25,301,1
0,29.0,169.0,70.0,287,44,478,0
1,34.0,171.0,65.0,380,14,203,1
0,24.0,158.0,46.0,441,26,310,0
0,30.0,170.0,68.0,429,33,352,1
0,23.0,156.0,51.0,327,22,293,1
1,26.0,180.0,85.0,200,5,107,0
0,29.0,186.0,70.0,271,33,344,1
0,23.0,165.0,63.0,24,23,297,0
0,18.0,159.0,55.0,65,4,106,0
1,19.0,176.0,73.0,105,18,256,0
0,16.0,167.0,56.0,429,43,444,1
0,26.0,160.0,56.0,395,25,301,1
1,24.0,206.0,104.0,457,6,108,1
1,24.0,172.0,69.0,162,16,241,1
1,24.0,175.0,86.0,271,24,298,1
1,25.0,183.0,89.0,395,25,300,0
1,28.0,186.0,96.0,195,55,549,1
1,26.0,164.0,64.0,376,12,175,0
1,39.0,189.0,100.0,287,13,193,1
1,25.0,180.0,66.0,162,3,47,1
1,30.0,178.0,72.0,203,3,43,0
1,30.0,178.0,75.0,429,3,67,1
1,23.0,195.0,96.0,122,33,337,1
1,19.0,169.0,68.0,392,41,422,0
1,21.0,178.0,60.0,380,14,206,0
1,27.0,179.0,60.0,287,40,417,1
1,19.0,165.0,58.0,83,15,225,1
0,21.0,171.0,61.0,287,12,191,0
1,36.0,178.0,68.0,429,3,35,1
1,23.0,185.0,74.0,190,3,42,0
1,25.0,190.0,86.0,376,25,300,1
1,25.0,185.0,85.0,293,24,298,1
0,16.0,160.0,52.0,200,0,7,0
1,26.0,168.0,64.0,185,22,285,1
1,20.0,175.0,69.0,162,14,207,1
0,27.0,170.0,60.0,82,46,496,0
1,28.0,175.0,72.0,429,48,507,0
1,23.0,163.0,59.0,83,54,522,1
0,19.0,176.0,67.0,446,11,165,1
0,25.0,167.0,63.0,365,0,7,0
1,30.0,174.0,74.0,380,55,559,0
1,26.0,183.0,75.0,395,33,340,1
1,17.0,171.0,75.0,205,44,466,1
1,26.0,188.0,82.0,200,6,108,1
0,27.0,165.0,55.0,429,3,85,1
0,22.0,175.0,60.0,83,4,106,0
1,22.0,172.0,68.0,48,14,206,0
1,21.0,175.0,63.0,429,15,225,1
0,27.0,167.0,68.0,83,36,377,0
0,22.0,165.0,59.0,162,3,96,0
1,33.0,190.0,98.0,420,55,550,0
1,24.0,180.0,69.0,429,22,276,0
0,33.0,175.0,66.0,429,39,415,1
1,23.0,185.0,74.0,166,36,359,0
1,25.0,175.0,72.0,293,24,298,1
1,25.0,175.0,78.0,376,17,249,1
1,28.0,186.0,81.0,141,43,437,0
0,24.0,167.0,62.0,380,53,520,1
0,23.0,178.0,72.0,188,0,8,0
1,29.0,168.0,50.0,122,33,334,1
1,23.0,169.0,70.0,141,22,287,1
1,31.0,183.0,73.0,156,17,246,0
1,24.0,185.0,77.0,429,8,113,0
1,26.0,187.0,78.0,111,14,210,1
1,18.0,165.0,65.0,217,3,26,0
0,23.0,176.0,86.0,83,3,91,0
1,23.0,190.0,86.0,73,33,333,1
0,23.0,183.0,74.0,200,44,483,0
1,20.0,188.0,81.0,392,10,138,0
1,34.0,182.0,79.0,380,36,368,0
0,25.0,162.0,55.0,162,3,85,1
1,25.0,170.0,61.0,189,3,63,0
1,32.0,183.0,72.0,141,3,59,0
1,32.0,192.0,97.0,111,23,296,0
1,21.0,182.0,87.0,14,19,261,1
1,28.0,179.0,72.0,310,19,261,1
0,24.0,171.0,62.0,212,3,84,0
0,18.0,142.0,37.0,429,22,290,0
1,26.0,176.0,68.0,287,22,279,0
1,23.0,184.0,77.0,156,3,66,0
1,21.0,180.0,67.0,429,44,460,1
1,23.0,173.0,70.0,429,40,416,0
1,26.0,184.0,75.0,73,38,409,1
1,22.0,155.0,48.0,415,55,552,0
1,20.0,189.0,83.0,41,11,158,1
0,23.0,179.0,65.0,287,12,184,0
1,27.0,185.0,110.0,143,26,306,1
0,30.0,175.0,86.0,429,25,301,1
1,30.0,167.0,73.0,156,37,383,1
1,29.0,186.0,88.0,83,23,296,0
1,33.0,172.0,71.0,156,19,261,1
1,22.0,189.0,79.0,73,25,300,1
1,16.0,178.0,73.0,122,18,256,0
1,31.0,172.0,68.0,181,50,514,0
0,17.0,172.0,67.0,83,44,483,1
1,30.0,185.0,80.0,382,48,506,1
0,24.0,174.0,66.0,141,11,168,0
1,24.0,173.0,73.0,380,55,564,0
0,27.0,171.0,58.0,83,1,12,0
0,36.0,173.0,66.0,271,53,520,1
1,24.0,175.0,71.0,200,10,135,0
1,21.0,188.0,65.0,162,3,25,0
1,20.0,185.0,86.0,212,11,150,0
0,16.0,175.0,62.0,156,44,484,0
1,17.0,181.0,75.0,65,44,466,0
0,27.0,165.0,58.0,122,43,442,1
0,25.0,166.0,68.0,122,23,297,1
1,29.0,173.0,90.0,73,0,3,0
1,23.0,191.0,89.0,429,25,300,0
1,25.0,174.0,67.0,436,10,140,0
1,23.0,186.0,70.0,392,14,206,0
1,23.0,190.0,75.0,143,3,34,1
1,28.0,183.0,87.0,205,33,333,0
1,28.0,192.0,97.0,423,53,519,1
1,18.0,176.0,68.0,327,10,140,0
0,29.0,151.0,50.0,205,12,181,0
1,26.0,178.0,70.0,143,17,246,0
1,30.0,160.0,48.0,200,55,552,1
1,23.0,183.0,74.0,200,44,456,0
0,20.0,154.0,49.0,371,12,181,0
0,23.0,178.0,116.0,429,3,91,0
1,21.0,179.0,74.0,156,14,206,0
1,22.0,186.0,77.0,56,19,261,1
0,29.0,162.0,53.0,212,8,120,1
1,30.0,185.0,87.0,298,36,370,1
1,26.0,160.0,60.0,87,3,31,0
1,25.0,196.0,92.0,457,33,338,0
1,31.0,184.0,100.0,336,36,356,0
1,19.0,160.0,63.0,429,26,307,0
0,32.0,165.0,68.0,73,13,194,1
0,23.0,183.0,74.0,429,44,475,1
1,23.0,180.0,79.0,68,26,305,0
1,33.0,193.0,125.0,429,3,58,0
1,30.0,178.0,72.0,143,16,240,0
1,33.0,175.0,75.0,172,36,368,0
0,34.0,168.0,50.0,395,3,97,0
